This file was produced by the Exoplanet Follow-up Observing Program website (exofop.ipac.caltech.edu) on Wed Aug 18 23:51:48 2021

"TIC ID","TOI","CTOI","Master priority","SG1A priority","SG1B priority","SG2 priority","SG3 priority","SG4 priority","SG5 priority","ACWG ESM","ACWG TSM","Time Series Observations","Spectroscopy Observations","Imaging Observations","TESS Disposition","TFOPWG Disposition","TESS mag","TESS mag error","Pipeline Signal ID","Source","RA (deg)","Dec (deg)","PM RA (mas/yr)","PM RA error","PM Dec (mas/yr)","PM Dec error","Transit Epoch (BJD)","Transit Epoch error","Period (days)","Period error","Duration (hours)","Duration error","Depth (mmag)","Depth (mmag) error","Depth (ppm)","Depth (ppm) error","Planet Radius (R_Earth)","Planet Radius error","Planet Insolation (Earth flux)","Planet Eq Temp (K)","Planet SNR","Stellar Distance (pc)","Stellar Distance error","Stellar Teff (K)","Stellar Teff error","Stellar log(g) (cm/s2)","Stellar log(g) error","Stellar Radius (R_Sun)","Stellar Radius error","Stellar Metallicity","Stellar Metallicity error","Sectors","Comments","Date TOI Alerted (by TESS Project)","Date TOI Updated (by TESS Project)","Date Modified (by ExoFOP-TESS)"
"272645619","3094.01","","3","4","3","3","1","4","4","42.5","40.1","0","0","0","PC","PC","12.5612","0.006","1","qlp","161.433493","-52.538148","-10.168","1.173","3.183","1.173","2458595.183244","0.002981","2.840074","0.000592","2.102","0.216","10.60498","0.014765","9720","13.5986","11.5961","0.884384","435.496","1272","19","707.151","","5915.3","190.6","","","1.16","0.07","","","10","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"270075071","3095.01","","3","4","3","3","1","4","4","21.8","64.9","0","0","0","PC","PC","13.0517","0.006","1","qlp","149.062666","-60.00347","-12.477","0.034","7.709","0.031","2458589.791308","0.005374","4.284751","0.000841","3.223","0.353","10.539198","0.02409","9660","22.1877","10.0487","","487.104","1308","12","536.222","5.1935","6022","122","4.46","","1.03","","","","9,10","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"229465678","3096.01","","3","4","3","3","1","4","4","41.7","43","0","0","0","PC","PC","13.151","0.012","1","qlp","197.187667","-28.234466","-19.58","2.189","14.286","2.18","2458590.528072","0.001427","4.427352","0.000643","2.864","0.438","18.759802","0.018271","17130","16.828","","","","","35","277.823","","","","","","","","","","10","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"163262555","3097.01","","3","4","3","3","1","4","4","40.6","99","1","0","0","PC","PC","12.99","0.02","1","qlp","173.074702","-47.496395","-26.888","3.03","40.219","3.03","2458593.783272","0.001771","1.368406","0.000173","1.426","0.17","9.739175","0.012626","8930","11.6285","8.79209","1.50084","449.294","1282","23","347.415","","5000","400.2","","","0.89","0.15","","","10","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"163260812","3098.01","","3","4","3","3","1","4","4","76.5","102.3","0","0","0","PC","PC","11.315","0.006","1","qlp","173.137772","-46.315267","-19.93","0.039","3.726","0.035","2458590.737719","0.000624","4.733204","0.000253","3.965","0.087","16.387379","0.000881","14980","0.811272","17.1023","0.741037","698.563","1432","63","401.011","4.514","6438","128.2","4.29","0.08","1.35","0.06","","","10","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"163030461","3099.01","","3","4","3","3","1","4","4","58.2","146.6","0","0","0","PC","PC","12.5869","0.006","1","qlp","172.108389","-45.016427","-5.627","0.03","5.187","0.025","2458594.422874","0.000932","2.554174","0.00019","2.308","0.112","19.135451","0.004495","17470","4.14035","12.9841","0.644975","612.512","1385","54","444.736","4.534","5990","128.3","4.53","0.08","0.95","0.04","","","10","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"175477257","310.01","","3","4","4","3","3","4","4","26.6","72.4","4","0","3","PC","PC","12.4191","0.006","1","qlp","351.105814","-36.975998","-2.02","0.072","-1.992","0.069","2458356.58788","0.00149","4.26956","0.00001","3.575","0.14","8.348756","0.001915","7660","1.76364","11.9375","0.65607","497.177","1315","32","557.751","14.742","5798","127","4.22","0.08","1.3","0.07","","","2,29","TOI 310; under investigation by TFOP","2018-10-03","2020-11-19","2021-06-01"
"162620529","3100.01","","3","4","3","3","1","4","4","33.3","92.9","0","0","0","PC","PC","13.1472","0.006","1","qlp","170.330028","-44.30802","-25.972","0.031","6.18","0.028","2458592.957825","0.00189","3.291364","0.000499","2.461","0.138","15.230635","0.01202","13930","11.0709","13.77","","496.295","1314","25","697.681","9.7805","6229","122","4.45","","1.08","","","","10","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"157213708","3101.01","","3","4","3","3","1","4","4","20.3","39.2","0","0","0","PC","PC","13.2285","0.009","1","qlp","175.816278","-30.073164","0.339","0.035","-1.892","0.024","2458589.149123","0.004224","4.041649","0.00157","3.646","0.45","6.697895","0.014465","6150","13.3231","14.0222","","699.88","1432","13","1121.79","39.235","5933","122","3.96","","1.79","","","","10","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"147092818","3102.01","","3","4","3","3","1","4","4","11.4","42","0","0","0","PC","PC","12.7544","0.006","1","qlp","161.945206","-47.024943","-10.515","2.921","9.329","2.921","2458592.478603","0.006077","3.876919","0.000779","4.808","0.425","3.523496","0.003818","3240","3.51692","","","1029.75","1578","16","744.917","","5569.2","245","","","","","","","9,10","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"133129971","3103.01","","3","4","3","3","1","4","4","20.9","60.3","0","0","0","PC","PC","12.842","0.006","1","qlp","149.409755","-51.335534","-4.684","0.029","-2.895","0.029","2458590.831532","0.004882","4.345034","0.001081","3.014","0.349","7.878388","0.015134","7230","13.9389","11.2073","0.752047","577.901","1365","13","730.225","9.994","6513","134","4.32","0.09","1.32","0.06","","","9,10","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"132963419","3104.01","","3","4","3","3","1","4","4","9.2","47.2","0","0","0","PC","PC","12.6304","0.006","1","qlp","149.263633","-49.750476","-11.048","2.904","2.281","2.904","2458588.299206","0.004554","10.306945","0.001973","2.599","0.322","6.905481","0.016148","6340","14.8724","","","16.5348","561","12","","","4445","171.5","","","","","","","9,10","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"124454726","3105.01","","3","4","3","3","3","4","4","8.2","44.7","0","0","1","PC","PC","11.6814","0.006","1","qlp","198.803835","-31.368751","-30.136","0.107","5.491","0.114","2458593.859888","0.004737","5.341486","0.001754","2.524","0.36","2.467423","0.006108","2270","5.62536","5.39898","0.403047","221.339","1074","11","354.09","8.9515","6068","128.5","4.41","0.08","1.1","0.06","","","10","found in faint-star QLP search","2021-06-04","2021-06-04","2021-08-18"
"124453339","3106.01","","3","4","3","3","3","4","4","38.1","92.4","0","0","1","PC","PC","11.8817","0.008","1","qlp","198.648685","-30.722726","-41.47","1.122","-1.799","1.122","2458595.275158","0.001376","1.485251","0.000144","1.836","0.119","4.755065","0.00252","4370","2.32106","8.64883","","937.245","","37","288.3","","5506.2","","","","1.28","","0.260796","0.0659833","10","found in faint-star QLP search","2021-06-04","2021-06-04","2021-08-18"
"124174267","3107.01","","3","4","3","3","3","4","4","52","56.9","0","0","1","PC","PC","12.477","0.009","1","qlp","196.726352","-31.716391","-15.733","0.052","0.157","0.054","2458591.613522","0.002316","4.73605","0.001007","4.847","0.497","14.405143","0.011075","13180","10.2005","18.3591","1.11105","765.072","1465","41","650.592","13.0685","5776","129.6","4.05","0.08","1.6","0.08","","","10","found in faint-star QLP search","2021-06-04","2021-06-04","2021-08-18"
"124146529","3108.01","","3","4","3","3","1","4","4","14.2","54.4","1","0","0","PC","PC","13.1948","0.009","1","qlp","196.472218","-31.791555","-37.948","0.053","-8.595","0.068","2458585.984872","0.002463","6.898768","0.002145","2.578","0.378","11.767779","0.024018","10780","22.1208","8.6846","","67.8779","799","15","410.81","6.6125","5205.8","87","4.53","","0.85","","0.429424","0.0879328","10","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"120723776","3109.01","","3","4","3","3","1","4","4","133.9","222.4","0","0","0","PC","PC","12.483","0.023","1","qlp","164.06056","-52.482296","","","","","2458595.57245","0.000897","2.882595","0.000191","3.62","0.211","29.215876","0.014342","26550","13.2098","","","","","89","","","","","","","","","","","10","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"434105231","311.01","","5","5","5","5","4","5","5","331.2","253.8","6","0","4","PC","APC","12.9517","0.006","1","qlp","354.335773","-13.455795","52.969","0.052","-30.645","0.043","2458354.998657","0.0005","0.79632","0.00003","1.175","0.051","43.093922","1.879178","38913.601562","1729.290039","19.628401","4.33412","767.388977","1466","76","232.861","1.881","4062.699951","135.5","4.61","0.23","0.9","0.06","","","2","maybe EB; V-shaped; some odd-even","2018-10-02","2019-12-17","2021-06-01"
"104022675","3110.01","","3","4","3","3","1","4","4","24.9","64.9","1","0","0","PC","PC","13.0326","0.006","1","qlp","195.986628","-32.436442","-8.877","0.04","-5.01","0.039","2458594.298896","0.003233","0.743006","0.000151","1.174","0.212","4.188152","0.011411","3850","10.5098","7.15143","","1773.2","1807","15","572.747","8.224","5635.9","73.2","4.35","","1.11","","-0.304823","0.0795855","10","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"103832313","3111.01","","3","4","3","3","1","4","4","19.9","61.3","0","0","0","PC","PC","14.6574","0.006","1","qlp","194.760859","-35.972917","-8.335","0.073","5.782","0.061","2458591.97575","0.002533","4.640636","0.000876","2.984","0.264","17.192318","0.014923","15710","13.7449","13.1303","","107.987","898","25","726.621","19.416","4539","122","4.27","","1.02","","","","10","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"98662211","3112.01","","3","4","3","3","1","4","4","44.7","42.2","0","0","0","PC","PC","12.5042","0.007","1","qlp","185.727447","-11.599585","21.901","0.051","-22.304","0.037","2458590.845189","0.001017","4.284866","0.00043","1.455","0.324","13.074671","0.030045","11970","27.6723","14.3492","1.21281","54.2103","755","24","384.707","5.0315","4911","128.1","4.19","0.09","1.19","0.08","","","10","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"94346376","3113.01","","3","4","3","3","1","4","4","22.4","29","0","0","0","PC","PC","13.2725","0.006","1","qlp","177.104652","-52.483406","-3.203","1.249","1.374","1.249","2458591.779066","0.005693","3.133923","0.001882","4.029","0.464","6.785295","0.013831","6230","12.739","","","1420.13","1710","10","1394.86","","5980.5","600.1","","","","","","","10","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"94011343","3114.01","","3","4","3","3","1","4","4","42.9","111.4","0","0","0","PC","PC","11.6001","0.006","1","qlp","176.36839","-50.888443","7.992","0.043","3.402","0.036","2458591.213333","0.001654","4.407087","0.000587","2.238","0.243","9.695355","0.009815","8890","9.03999","11.3019","0.693392","158.983","989","38","304.599","3.06","5478","123.6","4.27","0.08","1.18","0.06","","","10","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"93093765","3115.01","","3","4","3","3","1","4","4","11.8","54.2","0","0","0","PC","PC","12.5831","0.006","1","qlp","174.699184","-52.400336","0.728","0.038","-2.482","0.031","2458594.435293","0.003768","2.796413","0.000842","1.585","0.281","3.839429","0.01327","3530","12.2219","6.71102","0.512449","394.42","1241","9","550.038","8.276","6455","133.5","4.51","0.09","1.06","0.05","","","10","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"80778619","3116.01","","3","4","3","3","1","4","4","24.6","62.2","0","0","0","PC","PC","12.4173","0.007","1","qlp","165.951263","-48.526307","-22.524","0.088","1.637","0.065","2458595.407534","0.003172","1.648209","0.0004","2.03","0.289","3.904806","0.007529","3590","6.93482","9.7389","0.728044","1755.73","1803","16","713.76","25.581","6316","134.2","4.14","0.09","1.58","0.09","","","10","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"73082014","3117.01","","3","4","3","3","1","4","4","45.4","44.1","0","0","0","PC","PC","13.4259","0.006","1","qlp","189.667798","-45.416556","-16.894","0.054","-7.686","0.078","2458593.381565","0.002025","3.269501","0.000612","3.09","0.269","17.66674","0.013221","16140","12.1771","16.946","","526.673","1334","30","787.785","25.86","5552","123","4.19","","1.32","","","","10","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"58461209","3118.01","","3","4","3","3","3","4","4","27.3","61.7","0","2","1","PC","PC","11.4553","0.008","1","qlp","201.376867","-28.413642","6.73","0.082","-18.318","0.104","2458594.480161","0.003285","3.809832","0.000906","3.881","0.353","3.534389","0.003078","3250","2.83471","10.3911","0.708867","618.962","1389","17","423.105","11.3365","5406","129.2","3.91","0.09","1.78","0.11","","","10","found in faint-star QLP search","2021-06-04","2021-06-04","2021-08-18"
"57793060","3119.01","","3","4","3","3","1","4","4","16.4","32.7","0","0","0","PC","PC","13.0462","0.006","1","qlp","174.759354","-32.190584","-4.443","0.028","5.544","0.018","2458594.515892","0.004562","8.909138","0.003393","4.114","1.145","10.23227","0.903157","9380","831.492","17.2869","","591.762","1374","18","971.254","21.486","6407","122","4.2","","1.49","","","","10","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"180145006","312.01","","3","5","5","3","3","4","4","20.1","68.7","9","0","1","PC","APC","12.2607","0.006","1","spoc","14.523332","-37.942558","7.102","0.05","-6.082","0.043","2458357.54604","0.00258","3.541379","0.000628","2.273722","0.161324","5.259175","0.327561","4832.166663","301.6489","10.285432","0.739574","765.89345","1341.71983","12.083102","506.715","9.7745","5755","126.7","4.23","0.08","1.28259","0.067613","","","2,3,29","","2018-10-03","2020-11-06","2021-07-29"
"22384839","3120.01","","3","4","3","3","1","4","4","10","39.9","0","0","0","PC","PC","13.0772","0.006","1","qlp","184.037125","-45.426342","-7.037","3.066","3.153","3.066","2458588.106211","0.003694","7.023596","0.003071","4.739","0.39","6.129967","0.008346","5630","7.68691","","","471.691","1298","11","763.939","","6276","365.9","","","","","","","10","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"14715294","3121.01","","3","4","3","3","1","4","4","36.9","50.8","0","0","0","PC","PC","13.1194","0.008","1","qlp","174.752258","-29.842071","-6.008","0.045","0.351","0.03","2458587.08575","0.002286","5.5142","0.001889","4.432","0.405","15.252656","0.011674","13950","10.7522","21.1705","","636.089","1399","30","1180.61","46.055","6296","68.9","4.01","","1.81","","-0.166968","0.0816223","10","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"61117473","3122.01","","3","4","3","3","1","4","4","32.1","95.9","0","0","0","PC","PC","12.123","0.008","1","qlp","226.954057","-28.156608","-13.363","0.068","-0.539","0.058","2458614.483574","0.001557","6.182444","0.001171","2.803","0.476","11.339812","0.014278","10390","13.15","13.7198","0.85802","297.378","1156","32","520.156","12.2555","6504","127.9","4.34","0.09","1.29","0.06","","","11","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"60768923","3123.01","","3","4","3","3","3","4","4","117.9","145.5","0","2","2","PC","PC","11.099","0.009","1","qlp","211.217739","-29.947758","-21.885","0.091","1.332","0.081","2458622.244654","0.001389","1.869615","0.000202","2.209","0.403","11.416614","0.075735","10460","69.7521","18.9293","1.7802","3308.07","2112","41","450.78","9.348","6368","130.6","4.08","0.09","1.7","0.08","","","11","V-shaped; found in faint-star QLP search","2021-06-04","2021-06-04","2021-08-06"
"454918388","3124.01","","3","4","3","3","1","4","4","28.3","88.4","0","0","0","PC","PC","12.6177","0.006","1","qlp","178.147139","-77.417249","-29.729","0.021","2.452","0.02","2458648.721474","0.00206","2.254447","0.000153","1.13","0.479","5.998949","0.210439","5510","193.803","11.4697","2.0054","386.852","1235","19","486.768","2.9995","5567","127.2","4.23","0.08","1.25","0.06","","","11,12","V-shaped; found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"160023","3125.01","","3","4","3","3","1","4","4","17.5","44.1","0","0","0","PC","PC","12.8296","0.008","1","qlp","223.71844","-29.152093","-7.046","0.045","-1.625","0.04","2458615.220585","0.002529","6.760426","0.002343","3.188","0.51","6.708819","0.011586","6160","10.6708","13.1455","0.896948","205.204","1054","17","802.611","18.6015","5972","126.1","4.05","0.08","1.64","0.08","","","11","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"454876465","3126.01","","3","4","3","3","1","4","4","75.4","70.7","0","0","0","PC","PC","13.2585","0.006","1","qlp","177.840549","-76.87837","-16.612","0.031","0.966","0.025","2458649.649505","0.001235","1.82462","0.000079","1.981","0.338","18.428454","0.030803","16830","28.3702","18.3093","","964.306","1552","56","693.951","7.9995","5655","122","4.15","","1.39","","","","11,12","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"17361","3127.01","TIC 17361.01","3","5","5","3","3","4","4","57.8","147.1","0","2","2","PC","APC","11.342","0.006","1","qlp","219.336233","-24.958522","-18.45","0.054","-9.49","0.05","2458622.206419","0.001026","3.607101","0.000297","1.88","0.319","10.583052","0.011307","9700","10.414","13.1835","0.790318","294.94","1154","41","308.901","3.0255","5775.3","121.6","4.25","0.08","1.26","0.06","-0.21","0.1","11","found in faint-star QLP search; CTOI from Montalto et al. (2020)","2021-06-04","2021-06-04","2021-08-06"
"453677947","3128.01","","3","4","3","3","1","4","4","10.6","52.3","0","0","0","PC","PC","11.9346","0.006","1","qlp","157.261362","-75.214992","-13.833","0.07","7.85","0.068","2458650.251314","0.002542","2.315311","0.000116","0.611","0.183","1.553714","0.033058","1430","30.4472","6.99472","0.939655","93.27","865","11","444.507","7.5255","6011","119.6","4.16","0.08","1.45","0.07","","","10,11,12","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"4711","3129.01","","3","4","3","3","3","4","4","60.6","135.7","0","2","2","PC","PC","10.9198","0.006","1","qlp","218.918812","-26.179337","7.543","0.067","-12.078","0.063","2458620.275668","0.001838","2.335146","0.000401","1.996","0.323","6.075374","0.007472","5580","6.88236","11.4593","0.74579","707.774","1436","20","321.683","4.442","5949.1","101.6","4.12","0.08","1.51","0.08","-0.1","0.09","11","found in faint-star QLP search","2021-06-04","2021-06-04","2021-08-06"
"9102327","313.01","","5","5","5","5","5","5","5","12.2","52.3","2","1","7","PC","FP","11.3018","0.006","1","qlp","350.779775","-19.41965","-1.191","0.073","5.003","0.057","2458354.543335","0.00351","3.2615","0.00086","2.233","0.211","1.795424","0.003107","1652.280029","2.86135","5.07097","0.314799","403.299011","1248","16","304.942","3.442","5963","143.300003","3.41","0.25","1.13","0.05","-1.3","0.18","2","target star is two stars in Gaia ();  check if it is on target;","2018-10-02","2019-12-17","2021-06-01"
"453396346","3130.01","","3","4","3","3","1","4","4","48.2","33.6","0","0","0","PC","PC","13.5606","0.006","1","qlp","150.7847","-72.267792","-9.055","0.031","7.547","0.03","2458651.737689","0.002613","0.44153","0.000024","1","0.14","3.697793","0.009227","3400","8.49813","18.7835","","2419.21","1953","17","1511.72","37.685","5117","123","","","2.92","","","","10,11,12","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"2876","3131.01","","3","4","3","3","1","4","4","61","174.1","0","0","0","PC","PC","13.1643","0.008","1","qlp","218.820321","-25.055977","-10.555","0.055","-8.357","0.048","2458621.356894","0.002493","2.627521","0.000566","2.677","0.295","22.034526","2.764892","20090","2543.32","24.2563","","1971.18","1856","24","764.831","18.481","6148","122","4.33","","1.23","","","","11","V-shaped; found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"448923766","3132.01","","3","4","3","3","1","4","4","29.3","69.9","0","0","0","PC","PC","13.1311","0.006","1","qlp","214.426637","-70.36436","3.849","0.025","-2.708","0.026","2458650.801535","0.004451","2.267013","0.000298","2.607","0.293","8.512886","0.013828","7810","12.7359","11.5628","","1226.62","1648","17","715.396","9.0155","6107","122","4.29","","1.27","","","","11,12","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"448775221","3133.01","","3","4","3","3","1","4","4","29","60.7","0","0","0","PC","PC","11.938","0.006","1","qlp","213.370342","-68.010933","-1.155","0.034","-8.037","0.043","2458644.287864","0.00439","4.089975","0.000636","3.605","0.36","4.755065","0.005674","4370","5.22611","12.8137","0.778029","776.931","1470","17","630.243","11.263","6130","126","3.92","0.08","1.95","0.09","","","11,12","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"448688668","3134.01","","3","4","3","3","1","4","4","57.7","68.8","0","0","0","PC","PC","13.3397","0.008","1","qlp","212.675539","-66.457671","-10.559","0.038","-3.21","0.043","2458649.589138","0.004469","2.230843","0.000286","2.969","0.314","11.954382","0.018574","10950","17.1075","22.6165","","1903.91","1840","13","1245.7","45.505","6386","122","3.88","","2.14","","","","11,12","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"448098793","3135.01","","3","4","3","3","3","4","4","79.7","215.3","1","0","1","PC","PC","11.0994","0.006","1","qlp","207.859228","-69.772563","-20.891","0.037","-16.751","0.042","2458646.281259","0.000866","3.706396","0.000097","2.117","0.15","14.801301","0.004533","13540","4.17502","12.8384","0.667432","382.93","1232","89","221.673","1.37","5632","127.6","4.41","0.08","1.03","0.05","","","11,12","found in faint-star QLP search","2021-06-04","2021-06-04","2021-08-18"
"418471796","3136.01","","3","4","4","3","1","4","4","107.3","144.4","2","0","0","PC","PC","12.7666","0.006","1","qlp","205.332577","-79.40995","-3.934","0.034","-4.547","0.032","2458647.434119","0.000519","2.684197","0.000051","2.845","0.062","32.186765","0.002853","29210","2.62793","20.8582","1.05414","736.923","1451","116","572.389","7.4125","5914","133.1","4.33","0.08","1.17","0.06","","","11,12","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-27"
"395514100","3137.01","","3","4","3","3","3","4","4","62.9","84.8","0","0","1","PC","PC","11.528","0.078","1","qlp","207.680537","-77.302536","","","","","2458652.206692","0.001235","1.882676","0.00007","2.577","0.157","8.19559","0.003361","7520","3.09555","","","","","50","","","","","","","","","","","11,12","found in faint-star QLP search","2021-06-04","2021-06-04","2021-08-18"
"270347814","3138.01","","3","4","3","3","1","4","4","56.6","119.6","2","0","0","PC","PC","13.5117","0.006","1","qlp","215.522835","-30.512524","-12.081","0.062","-29.321","0.067","2458623.063561","0.001794","2.874005","0.000364","1.592","0.226","28.479996","0.056793","25890","52.3073","12.2262","","59.3788","773","24","260.826","2.4715","4270.3","164.5","4.57","0.23","0.74","","","","11","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"48661942","3139.01","","3","4","3","3","1","4","4","20.6","65.7","0","1","0","PC","PC","11.9118","0.006","1","qlp","229.740751","-28.410491","-5.202","2.143","-0.706","2.143","2458617.745292","0.004391","3.961895","0.001424","2.915","0.461","4.384357","0.008004","4030","7.37203","9.26421","","690.201","","15","488.081","","5449","459.6","4.24","2.01","1.43","","","","11","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"316769613","314.01","","1","4","1","3","4","4","4","2.6","30.8","2","2","4","PC","PC","11.1741","0.006","1","qlp","354.668284","-32.860745","3.648","0.084","-29.532","0.073","2458355.59503","0.00519","10.18108","0.00011","3.674","0.646","1.292795","0.003893","1190","3.58558","2.66019","0.238474","57.0026","765","10","131.567","0.9315","4822","121.8","4.55","0.09","0.78","0.05","","","2,29","TOI 314. TFOP investigation in progress.","2018-10-02","2020-11-17","2021-06-01"
"394900138","3140.01","","3","4","3","3","1","4","4","46.9","72.1","0","0","0","PC","PC","13.0885","0.006","1","qlp","203.170833","-72.926273","-9.577","3.076","6.363","3.076","2458650.382862","0.002705","3.093915","0.000289","3.087","0.321","10.791383","0.010379","9890","9.55899","","","","","27","1010.18","","","","","","","","","","11,12","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"394443982","3141.01","","3","4","4","3","3","4","4","34.4","36.5","2","0","1","PC","PC","12.4712","0.006","1","qlp","200.21869","-73.774851","-19.458","0.035","-5.097","0.036","2458646.031428","0.001424","4.43378","0.000308","4.166","0.184","11.614131","0.003878","10640","3.57186","14.2891","0.727136","1087.36","1599","48","678.463","9.966","6695","137.5","4.32","0.09","1.37","0.06","","","11,12","found in faint-star QLP search","2021-06-04","2021-06-04","2021-08-18"
"387791274","3142.01","","3","4","3","3","1","4","4","257.6","680","0","0","0","PC","PC","13.229","0.032","1","qlp","217.301861","-62.053831","-3.605","0.026","-2.367","0.033","2458651.735908","0.007603","1.15367","0.000225","2.454","0.359","34.246582","0.099507","31050","91.6448","","","","","14","1517.54","52.065","","","","","","","","","11,12","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"384244834","3143.01","","3","4","3","3","1","4","4","267.7","1137.8","0","0","0","PC","PC","12.048","0.019","1","qlp","216.568723","-63.050473","","","","","2458619.231492","0.005027","2.989284","0.001533","3.103","0.532","6.68697","0.023528","6140","21.6699","","","","","12","","","","","","","","","","","11","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"361176558","3144.01","","3","4","3","3","1","4","4","27.5","68.8","0","0","0","PC","PC","13.1885","0.006","1","qlp","192.621574","-75.651848","-10.942","0.031","1.449","0.026","2458651.395113","0.002163","3.772023","0.00028","2.345","0.211","11.010721","0.007898","10090","7.27439","13.5973","","478.487","1302","26","775.951","9.2815","6623","122","4.33","","1.33","","","","11,12","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"360816296","3145.01","TIC 360816296.01","3","4","3","3","1","4","4","92.7","74.4","0","0","0","PC","PC","12.1258","0.006","1","qlp","190.950263","-76.69611","-50.404","0.043","-12.974","0.04","2458650.905526","0.000731","3.550585","0.0001","2.713","0.128","15.858428","0.004589","14500","4.22706","16.3507","1.17424","185.803","1028","93","283.803","2.0595","4803","126.6","4.07","0.09","1.34","0.09","","","11,12","found in faint-star QLP search; CTOI from Olmschenk et al. (2021)","2021-06-04","2021-06-04","2021-06-06"
"360816293","3146.01","TIC 360816293.01","5","5","5","5","5","5","5","78.2","63.2","0","0","0","PC","FP","12.2077","0.006","1","qlp","190.946764","-76.696666","-48.746","0.044","-13.432","0.037","2458650.905593","0.000743","3.550608","0.0001","2.706","0.11","17.55639","0.004701","16040","4.32989","14.4767","0.931503","230.045","1084","94","280.355","1.9625","5083","126.2","4.26","0.08","1.13","0.07","","","11,12","found in faint-star QLP search; CTOI from Olmschenk et al. (2021)","2021-06-04","2021-06-04","2021-07-15"
"359572563","3147.01","","3","4","3","3","1","4","4","91.3","135.1","1","0","0","PC","PC","13.0237","0.006","1","qlp","183.820158","-75.568053","-10.497","2.967","-0.422","2.967","2458651.021212","0.001116","1.525614","0.000057","2.162","0.289","17.390888","0.176342","15890","162.404","","","2041.38","1872","65","828.066","","5230.5","107.6","","","","","","","11,12","V-shaped; found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"323980895","3148.01","","3","4","3","3","1","4","4","139.2","699.9","0","0","0","PC","PC","11.681","0.017","1","qlp","146.086848","-79.545167","-35.496","1.24","19.576","1.24","2458651.577989","0.001889","4.281928","0.000303","0.895","0.182","5.627817","0.01972","5170","18.1627","10.6834","0.697654","23.0362","610","16","342.833","","5097.8","68.8","","","1.36","0.04","","","11,12","V-shaped; found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
"296670796","3149.01","","3","4","3","3","1","4","4","91.5","133.8","0","0","0","PC","PC","13.4841","0.006","1","qlp","223.977871","-61.063084","","","","","2458650.992055","0.009823","1.153787","0.000284","3.283","0.445","13.063682","0.034646","11960","31.9096","","","1574.6","1754","14","","","4136.6","763.4","","","","","","","11,12","found in faint-star QLP search","2021-06-04","2021-06-04","2021-06-06"
